,ItemSlot,Category,ItemCode,Item
57,AMULET,AMULET,AMULBRO,CLASP_OF_BRON_S_CLOAK
58,AMULET,AMULET,OHPOMILL,DETECT_ILLUSION
59,AMULET,AMULET,AMUL10,GOLD_NECKLACE
60,AMULET,AMULET,IPSION,GREENSTONE_AMULET
61,AMULET,AMULET,IMMAGMS,IMMAGMS
62,AMULET,AMULET,IMMCLOUD,IMMCLOUD
63,AMULET,AMULET,CISHELH,KOSSUTH_S_BLOOD
64,AMULET,AMULET,KOSSUTH,KOSSUTH_S_BLOOD_1
65,AMULET,AMULET,MINHP1,MINHP1
66,AMULET,AMULET,MINHPAM,MINHPAM
67,AMULET,AMULET,MINHPN9,MINHPN9
68,AMULET,AMULET,MIREKQI,MIREK_S_FAMILY_HEIRLOOM
69,AMULET,AMULET,MIRROR2,MIRROR_OF_BLACK_ICE_AMULET
70,AMULET,AMULET,MONHP1,MONHP1
71,AMULET,AMULET,AMUL02,NECKLACE
72,AMULET,AMULET,BDSLEEP,NECKLACE_1
73,AMULET,AMULET,AMUL01,NECKLACE_OF_MISSILES
74,AMULET,AMULET,AMUL11,PEARL_NECKLACE
75,AMULET,AMULET,REGHP2R,REGHP2R
76,AMULET,AMULET,AMULDEF,SCARAB_OF_DEFENSE
77,AMULET,AMULET,SCARAB,SCARAB_OF_GOODWILL
78,AMULET,AMULET,SEEAMUL,SEEAMUL
79,AMULET,AMULET,WEREAMUL,SEL
80,AMULET,AMULET,SHADE,SHADE
81,AMULET,AMULET,AMUL15,SHIELD_AMULET
82,AMULET,AMULET,AMUL09,SILVER_NECKLACE
83,AMULET,AMULET,AMUL04,STUDDED_NECKLACE_WITH_ZIOS_GEMS
84,AMULET,AMULET,SUMAMU,SUMAMU
85,AMULET,AMULET,CORELLO,SYMBOL_OF_CORELLON_LARETHIAN
86,AMULET,AMULET,LABELAS,SYMBOL_OF_LABELAS_ENORETH
87,AMULET,AMULET,MOONBOW,SYMBOL_OF_SEHANINE_MOONBOW
88,AMULET,AMULET,SHEVARA,SYMBOL_OF_SHEVARASH
89,AMULET,AMULET,SOLONOR,SYMBOL_OF_SOLONOR_THELANDIRA
90,AMULET,AMULET,AMUL08,TIGER_COWRIE_SHELL_NECKLACE
91,BELT,BELT,BELTBON,BELT_OF_BONES
92,BELT,BELT,BELTSTO,BELT_OF_STONES
93,BELT,BELT,BERSERK,BONE_MARROW_BELT
94,BELT,BELT,BELT01,GIRDLE
95,BELT,BELT,BELTBEA,GIRDLE_OF_BEATIFICATION
96,BELT,BELT,BELT03,GIRDLE_OF_BLUNTNESS
97,BELT,BELT,BELTGON,GIRDLE_OF_GOND
98,BELT,BELT,CDGOND,GIRDLE_OF_GOND_1
99,BELT,BELT,LABELT,GIRDLE_OF_LABELAS
100,BELT,BELT,OBLOOD,GIRDLE_OF_OGRE_BLOOD
101,BELT,BELT,BELT04,GIRDLE_OF_PIERCING
102,BELT,BELT,BELTSTR,GIRDLE_OF_STROMNOS
103,BELT,BELT,BELT02,GOLDEN_GIRDLE
104,BELT,BELT,CIBOSSB,RING
105,BELT,BELT,SASH,SHIMMERING_SASH
106,BELT,BELT,TROLLDIE,TROLLDIE
107,BOOT,BOOT,BOOT04,BOOTS_OF_AVOIDANCE
108,BOOT,BOOT,BOOT05,BOOTS_OF_GROUNDING
109,BOOT,BOOT,BOOTMOA,BOOTS_OF_MOANDER
110,BOOT,BOOT,BOOT01,BOOTS_OF_SPEED
111,BOOT,BOOT,CIBOOT,BOOTS_OF_SPEED_1
112,BOOT,BOOT,SQRLSPD,BOOTS_OF_SPEED_2
113,BOOT,BOOT,BOOT02,BOOTS_OF_STEALTH
114,BOOT,BOOT,BOOTFOR,BOOTS_OF_THE_FORGOTTEN_ONES
115,BOOT,BOOT,BOOTFOX,BOOTS_OF_THE_FOX
116,BOOT,BOOT,BOOTMAN,BOOTS_OF_THE_MANY_PATHS
117,BOOT,BOOT,BOOT03,BOOTS_OF_THE_NORTH
118,BOOT,BOOT,ELFBOOT,ELVEN_SEWN_BOOTS
119,BOOT,BOOT,BOOTQUI,QUIET_BOOTS
120,BOOT,BOOT,SHBOOTS,SHADOWED_BOOTS
121,BOOT,BOOT,STOMPER,STOMPER_S_BOOTS
122,BOOT,BOOT,TROLLBOO,THE_PAWS_OF_THE_CHEETAH
123,BRACER,BRACER,BRAC05,BRACERS
124,BRACER,BRACER,BRAC04,BRACERS_OF_ARCHERY
125,BRACER,BRACER,BLAST,BRACERS_OF_BLASTING
126,BRACER,BRACER,BRAC03,BRACERS_OF_DEFENSE_A_C_6
127,BRACER,BRACER,BRAC02,BRACERS_OF_DEFENSE_A_C_7
128,BRACER,BRACER,BRAC01,BRACERS_OF_DEFENSE_A_C_8
129,BRACER,BRACER,BRACEIP,BRACERS_OF_ICELANDIC_PEARL
130,BRACER,BRACER,CIBOSST,CIBOSST
131,BRACER,BRACER,ELFGLOV,ELVEN_SEWN_GLOVES
132,BRACER,BRACER,BRAC07,GAUNTLETS_OF_DEXTERITY
133,BRACER,BRACER,XBRAC07,GAUNTLETS_OF_DEXTERITY_1
134,BRACER,BRACER,GAUNTEM,GAUNTLETS_OF_ELVEN_MIGHT
135,BRACER,BRACER,GAUNTID,GAUNTLETS_OF_INFERNAL_DAMNATION
136,BRACER,BRACER,BRAC06,GAUNTLETS_OF_OGRE_POWER
137,BRACER,BRACER,BRAC10,GAUNTLETS_OF_WEAPON_EXPERTISE
138,BRACER,BRACER,BRAC09,GAUNTLETS_OF_WEAPON_SKILL
139,BRACER,BRACER,GVALOR1,GAUNTLET_OF_VALOR
140,BRACER,BRACER,KAYGLOV,KAYLESSA_S_GLOVES
141,BRACER,BRACER,OHBRAC02,SARUTOBI_S_STONE_BREAKERS
142,BRACER,BRACER,KEDL,SILVER_BRACERS_OF_KEDL
143,BRACER,BRACER,OHBRAC01,THE_FLAMING_FISTS_OF_LIN_MEI
144,CLOAK,CLOAK,CLCKBS,CLOAK_OF_BURDENED_SPIRITS
145,CLOAK,CLOAK,CLCK03,CLOAK_OF_DISPLACEMENT
146,CLOAK,CLOAK,CLOAKIN,CLOAK_OF_INVISIBILITY
147,CLOAK,CLOAK,CLCK06,CLOAK_OF_NON_DETECTION
148,CLOAK,CLOAK,CLCK01,CLOAK_OF_PROTECTION_PLUS1
149,CLOAK,CLOAK,CLCK02,CLOAK_OF_PROTECTION_PLUS2
150,CLOAK,CLOAK,CLOAKSC,CLOAK_OF_SCINTILLATING_COLORS
151,CLOAK,CLOAK,CDWUFF,CLOAK_OF_THE_WINTER_WOLF
152,CLOAK,CLOAK,ELFCLCK,ELVEN_SEWN_CLOAK
153,CLOAK,CLOAK,GLIMGLM,GLIMGLAM_S_CLOAK_PLUS1
154,CLOAK,CLOAK,MANTLEHF,MANTLE_OF_HELL_S_FURNACE
155,CLOAK,CLOAK,MANTLECS,MANTLE_OF_THE_COMING_STORM
156,CLOAK,CLOAK,CLOAKMI,MITHRAN_S_CLOAK
157,CLOAK,CLOAK,SHCLOAK,SHADOWED_CLOAK
158,CLOAK,CLOAK,VIRGIN,WAILING_OF_VIRGINS
159,HELM,HELM,HELMLA,BLESSED_HELM_OF_LATHANDER
160,HELM,HELM,HELMCT,CHAUTOG_S_THINKER
161,HELM,HELM,OHIOUN03,CLEAR_IOUN_STONE
162,HELM,HELM,CONE,CYCLOCONE
163,HELM,HELM,HELMDED,DEAD_MAN_S_FACE
164,HELM,HELM,OHIOUN01,DEEP_RED_IOUN_STONE
165,HELM,HELM,HELM01,HELMET
166,HELM,HELM,HELM08,HELMET_1
167,HELM,HELM,HELM09,HELMET_2
168,HELM,HELM,HELM10,HELMET_3
169,HELM,HELM,HELMBLK,HELMET_4
170,HELM,HELM,HELMSKWA,HELMET_5
171,HELM,HELM,IHELM10,HELMET_6
172,HELM,HELM,CISPGRD1,HELMET_OF_CHARM_PROTECTION
173,HELM,HELM,HELM06,HELMET_OF_CHARM_PROTECTION_1
174,HELM,HELM,HELMSH,HELM_OF_SHOUTING
175,HELM,HELM,HELMDEF,HELM_OF_THE_TRUSTED_DEFENDER
176,HELM,HELM,HELMHUN,ILLIAN_S_HUNTING_HELM
177,HELM,HELM,HELMPAT,PATRIOT_HELM
178,HELM,HELM,CDRELM,REMORHAZ_SHELL_HELM
179,HELM,HELM,ROGUE,ROGUE_S_COWL
180,HELM,HELM,OHIOUN02,SCARLET
181,HELM,HELM,HELMSUN,SUNE_S_LAUREL_OF_FAVOR
182,MISC,BAG,BAG05,AMMO_BELT
183,MISC,BAG,BAG31,BAG_OF_HOLDING
184,MISC,BAG,BAG02,GEM_BAG
185,MISC,BAG,BAG06,POTION_CASE
186,MISC,BAG,BAG03,SCROLL_CASE
187,MISC,BOOK,BOOK03,MANUAL_OF_BODILY_HEALTH
188,MISC,BOOK,BOOK04,MANUAL_OF_GAINFUL_EXERCISE
189,MISC,BOOK,BOOK05,MANUAL_OF_QUICKNESS_OF_ACTION
190,MISC,BOOK,BOOK06,TOME_OF_CLEAR_THOUGHT
191,MISC,BOOK,BOOK07,TOME_OF_LEADERSHIP_AND_INFLUENCE
192,MISC,BOOK,BOOK08,TOME_OF_UNDERSTANDING
193,MISC,INSTRUMENT,BARDIC,BARDIC_HORN_OF_VALHALLA
194,MISC,INSTRUMENT,LYRE,LYRE_OF_PROGRESSION
195,MISC,INSTRUMENT,SHAWM,OWAIN_S_LULLABYE
196,MISC,INSTRUMENT,CITTERN,THE_CITTERN_OF_WAR
197,MISC,INSTRUMENT,PELLON,THE_DIRE_OLD_LUTE_OF_PELLON_KAY
198,MISC,INSTRUMENT,MHORN,THE_MERRY_SHORTHORN
199,MISC,INSTRUMENT,VIOLIN,VIOL_OF_THE_HOLLOW_MEN
200,MISC,POTION,POTN20,ANTIDOTE
201,MISC,POTION,POTN32,ANTIDOTE_CURSED
202,MISC,POTION,COFFEE,BERDUSKAN_BLACK_BREW
203,MISC,POTION,POTN17,ELIXIR_OF_HEALTH
204,MISC,POTION,ELFWINE,ELVEN_HEALING_WINE
205,MISC,POTION,ADISEASE,MUMMY_S_TEA
206,MISC,POTION,POTN13,OIL_OF_FIERY_BURNING
207,MISC,POTION,PNULL,OIL_OF_NULL_EFFECT
208,MISC,POTION,POTN14,OIL_OF_SPEED
209,MISC,POTION,POTN23,OIL_OF_SPEED_CURSED
210,MISC,POTION,SERPSCA,OIL_OF_THE_SERPENT_S_SCALES
211,MISC,POTION,PHILTER,PHILTER_OF_PURIFICATION
212,MISC,POTION,POTN18,POTION_OF_ABSORBTION
213,MISC,POTION,USPOT1A,POTION_OF_ACTION_TRANSFERENCE
214,MISC,POTION,POTN19,POTION_OF_AGILITY
215,MISC,POTION,USPOT4A,POTION_OF_ARCANE_ABSORBTION
216,MISC,POTION,USPOT4C,POTION_OF_AURA_ENHANCEMENT
217,MISC,POTION,POTN21,POTION_OF_CLARITY
218,MISC,POTION,POTNCLR1,POTION_OF_CLEAR_PURPOSE
219,MISC,POTION,POTN06,POTION_OF_CLOUD_GIANT_STRENGTH
220,MISC,POTION,POTN22,POTION_OF_COLD_RESISTANCE
221,MISC,POTION,USPOT3B,POTION_OF_CONSTITUTION
222,MISC,POTION,POTN24,POTION_OF_DEFENSE
223,MISC,POTION,USPOT5A,POTION_OF_DISSIPATION
224,MISC,POTION,POTN26,POTION_OF_EXPLOSIONS
225,MISC,POTION,EXTHEAL,POTION_OF_EXTRA_HEALING
226,MISC,POTION,POTN27,POTION_OF_FIREBREATH
227,MISC,POTION,POTN05,POTION_OF_FIRE_GIANT_STRENGTH
228,MISC,POTION,POTN02,POTION_OF_FIRE_RESISTANCE
229,MISC,POTION,POTN28,POTION_OF_FORTITUDE
230,MISC,POTION,POTN45,POTION_OF_FREEDOM
231,MISC,POTION,POTN04,POTION_OF_FROST_GIANT_STRENGTH
232,MISC,POTION,POTN29,POTION_OF_GENIUS
233,MISC,POTION,USPOT2B,POTION_OF_GREATER_RESISTENCE
234,MISC,POTION,IPOTN08,POTION_OF_HEALING
235,MISC,POTION,POTN08,POTION_OF_HEALING_1
236,MISC,POTION,POTN25,POTION_OF_HEALING_CURSED
237,MISC,POTION,POTN09,POTION_OF_HEROISM
238,MISC,POTION,POTN03,POTION_OF_HILL_GIANT_STRENGTH
239,MISC,POTION,USPOT5B,POTION_OF_HOLY_TRANSFERENCE
240,MISC,POTION,POTN30,POTION_OF_INFRAVISION
241,MISC,POTION,POTN43,POTION_OF_INSIGHT
242,MISC,POTION,POTN31,POTION_OF_INSULATION
243,MISC,POTION,POTN10,POTION_OF_INVISIBILITY
244,MISC,POTION,POTN11,POTION_OF_INVULNERABILITY
245,MISC,POTION,POTN40,POTION_OF_INVULNERABILITY_1
246,MISC,POTION,USPOT4B,POTION_OF_LIFE_TRANSFERENCE
247,MISC,POTION,USPOT3A,POTION_OF_MAGICAL_RESISTENCE
248,MISC,POTION,POTN33,POTION_OF_MAGIC_BLOCKING
249,MISC,POTION,POTN34,POTION_OF_MAGIC_SHIELDING
250,MISC,POTION,POTN35,POTION_OF_MAGIC_SHIELDING_1
251,MISC,POTION,POTN36,POTION_OF_MASTER_THIEVERY
252,MISC,POTION,POTN37,POTION_OF_MIND_FOCUSING
253,MISC,POTION,POTN38,POTION_OF_MIRRORED_EYES
254,MISC,POTION,POTN39,POTION_OF_PERCEPTION
255,MISC,POTION,POTN41,POTION_OF_POWER
256,MISC,POTION,POTN42,POTION_OF_REGENERATION
257,MISC,POTION,USPOT2A,POTION_OF_RESISTENCE
258,MISC,POTION,POTN46,POTION_OF_STONE_FORM
259,MISC,POTION,POTN12,POTION_OF_STONE_GIANT_STRENGTH
260,MISC,POTION,POTN07,POTION_OF_STORM_GIANT_STRENGTH
261,MISC,POTION,POTN44,POTION_OF_STRENGTH
262,MISC,POTION,USPOT3C,POTION_OF_STRENGTH_TRANSFERENCE
263,MISC,POTION,POTN15,RED_POTION
264,MISC,POTION,POTN15,RED_POTION_ALSO_A_RESIST_POT
265,MISC,POTION,SPIRIT,SPIRIT_ESSENCE
266,MISC,POTION,POISON,VIAL_OF_MYSTERIOUS_LIQUID
267,MISC,POTION,POTN16,VIOLET_POTION
268,MISC,SCROLL,SCRL9P,ABSOLUTE_IMMUNITY
269,MISC,SCROLL,SCACID,ACID_STORM
270,MISC,SCROLL,SCRL1B,AGANNAZAR_S_SCORCHER
271,MISC,SCROLL,SPPR201C,AID
272,MISC,SCROLL,SCRL2D,ANIMATE_DEAD
273,MISC,SCROLL,SCAMS,ANTIMAGIC_SHELL
274,MISC,SCROLL,SCRL67,ARMOR
275,MISC,SCROLL,SCBLOO,BELTYN_S_BURNING_BLOOD
276,MISC,SCROLL,SCRLB1,BIGBY_S_CLENCHED_FIST
277,MISC,SCROLL,SCRLB2,BIGBY_S_CRUSHING_HAND
278,MISC,SCROLL,SCRL9X,BLACK_BLADE_OF_DISASTER
279,MISC,SCROLL,SCRL71,BLINDNESS
280,MISC,SCROLL,SCRL85,BLUR
281,MISC,SCROLL,SCRL6U,BREACH
282,MISC,SCROLL,SCRL68,BURNING_HANDS
283,MISC,SCROLL,SCRL8I,CACOFIEND
284,MISC,SCROLL,SCRL8A,CARRION_SUMMONS
285,MISC,SCROLL,SCRL9Q,CHAIN_CONTINGENCY
286,MISC,SCROLL,SCCLITE,CHAIN_LIGHTNING
287,MISC,SCROLL,SPPR507C,CHAMPION_S_STRENGTH
288,MISC,SCROLL,SPPR203C,CHANT
289,MISC,SCROLL,SCCHAO,CHAOS
290,MISC,SCROLL,SCRL69,CHARM_PERSON
291,MISC,SCROLL,SCRL82,CHILL_TOUCH
292,MISC,SCROLL,SCRL83,CHROMATIC_ORB
293,MISC,SCROLL,SCRL1D,CLAIRVOYANCE
294,MISC,SCROLL,SCRL2E,CLOUDKILL
295,MISC,SCROLL,SCRL70,COLOR_SPRAY
296,MISC,SCROLL,SCRL2F,CONE_OF_COLD
297,MISC,SCROLL,SCRL1U,CONFUSION
298,MISC,SCROLL,SCRL7Y,CONJURE_AIR_ELEMENTAL
299,MISC,SCROLL,SCCEE,CONJURE_EARTH_ELEMENTAL
300,MISC,SCROLL,SCRL7Z,CONJURE_EARTH_ELEMENTAL_1
301,MISC,SCROLL,SCCFE,CONJURE_FIRE_ELEMENTAL
302,MISC,SCROLL,SCRL7X,CONJURE_FIRE_ELEMENTAL_1
303,MISC,SCROLL,SCRL7B,CONJURE_LESSER_AIR_ELEMENTAL
304,MISC,SCROLL,SCRL7C,CONJURE_LESSER_EARTH_ELEMENTAL
305,MISC,SCROLL,SCRL6X,CONJURE_LESSER_FIRE_ELEMENTAL
306,MISC,SCROLL,SCCWE,CONJURE_WATER_ELEMENTAL
307,MISC,SCROLL,SCRLA8,CONTAGION
308,MISC,SCROLL,SCRL7U,CONTINGENCY
309,MISC,SCROLL,SCRL8V,CONTROL_UNDEAD
310,MISC,SCROLL,SPPR704C,CREEPING_DOOM
311,MISC,SCROLL,SCRL61,CURE_CRITICAL_WOUNDS
312,MISC,SCROLL,SPPR314C,CURE_DISEASE
313,MISC,SCROLL,SPPR103C,CURE_LIGHT_WOUNDS
314,MISC,SCROLL,SPPR214C,CURE_MODERATE_WOUNDS
315,MISC,SCROLL,SCRL56,CURE_SERIOUS_WOUNDS
316,MISC,SCROLL,SCRL17,CURSED_SCROLL_OF_AILMENT
317,MISC,SCROLL,SCRL11,CURSED_SCROLL_OF_CLUMSINESS
318,MISC,SCROLL,SCRL12,CURSED_SCROLL_OF_FOOLISHNESS
319,MISC,SCROLL,SCRL16,CURSED_SCROLL_OF_PETRIFICATION
320,MISC,SCROLL,SCRL18,CURSED_SCROLL_OF_STUPIDITY
321,MISC,SCROLL,SCRL13,CURSED_SCROLL_OF_UGLINESS
322,MISC,SCROLL,SCRL10,CURSED_SCROLL_OF_WEAKNESS
323,MISC,SCROLL,SCRLA2,DEAFNESS
324,MISC,SCROLL,SCDFOG,DEATH_FOG
325,MISC,SCROLL,SCDSPEL,DEATH_SPELL
326,MISC,SCROLL,SCDECA,DECASTAVE
327,MISC,SCROLL,SCRL8N,DELAYED_BLAST_FIREBALL
328,MISC,SCROLL,SCDMS,DEMI
329,MISC,SCROLL,SCRL86,DETECT_EVIL
330,MISC,SCROLL,SCRL6K,DETECT_ILLUSION
331,MISC,SCROLL,SCRL87,DETECT_INVISIBILITY
332,MISC,SCROLL,SCRL1V,DIMENSION_DOOR
333,MISC,SCROLL,SCRL1S,DIRE_CHARM
334,MISC,SCROLL,SCDISI,DISINTEGRATE
335,MISC,SCROLL,SCRL1E,DISPEL_MAGIC
336,MISC,SCROLL,SPPR303C,DISPEL_MAGIC_1
337,MISC,SCROLL,SCDOMI,DOMINATION
338,MISC,SCROLL,SCCOUR,EMOTION
339,MISC,SCROLL,SCEMOT,EMOTION_1
340,MISC,SCROLL,SCFEAR,EMOTION_2
341,MISC,SCROLL,SCHOPE,EMOTION_3
342,MISC,SCROLL,SCRL6M,ENCHANTED_WEAPON
343,MISC,SCROLL,SCRL9W,ENERGY_DRAIN
344,MISC,SCROLL,SPPR105C,ENTANGLE
345,MISC,SCROLL,SCRLAJ,FARSIGHT
346,MISC,SCROLL,SCFEEB,FEEBLEMIND
347,MISC,SCROLL,SCRL6D,FIND_FAMILIAR
348,MISC,SCROLL,SPPR205C,FIND_TRAPS
349,MISC,SCROLL,SCFING,FINGER_OF_DEATH
350,MISC,SCROLL,SCRL1G,FIREBALL
351,MISC,SCROLL,SCRL1W,FIRESHIELD
352,MISC,SCROLL,SCRL6N,FIRESHIELD_1
353,MISC,SCROLL,SPPR606C,FIRE_SEEDS
354,MISC,SCROLL,SPPR705C,FIRE_STORM
355,MISC,SCROLL,SCRL1F,FLAME_ARROW
356,MISC,SCROLL,SCRL62,FLAME_STRIKE
357,MISC,SCROLL,SCFTS,FLESH_TO_STONE
358,MISC,SCROLL,SCRL9Z,FREEDOM
359,MISC,SCROLL,SCRL72,FRIENDS
360,MISC,SCROLL,SCRL9N,GATE
361,MISC,SCROLL,SCRLJALA,GEAS_REMOVAL_SCROLL
362,MISC,SCROLL,SCRL1T,GHOST_ARMOR
363,MISC,SCROLL,SCRL1C,GHOUL_TOUCH
364,MISC,SCROLL,SCRLA3,GLITTERDUST_GLITTERDUST
365,MISC,SCROLL,SCGLOB,GLOBE_OF_INVULNERABILITY
366,MISC,SCROLL,SPPR304C,GLYPH_OF_WARDING
367,MISC,SCROLL,SCRL66,GREASE
368,MISC,SCROLL,SCMALI,GREATER_MALISON
369,MISC,SCROLL,SCRL1H,HASTE
370,MISC,SCROLL,SPPR607C,HEAL
371,MISC,SCROLL,SCHMON,HOLD_MONSTER
372,MISC,SCROLL,SCRL1I,HOLD_PERSON
373,MISC,SCROLL,SPPR208C,HOLD_PERSON_1
374,MISC,SCROLL,SCRL6L,HOLD_UNDEAD
375,MISC,SCROLL,SCRL89,HORROR
376,MISC,SCROLL,SCICE,ICELANCE
377,MISC,SCROLL,SCSTOR,ICE_STORM
378,MISC,SCROLL,SCRL75,IDENTIFY
379,MISC,SCROLL,SCRL9S,IMPRISONMENT
380,MISC,SCROLL,SCRL7Q,IMPROVED_HASTE
381,MISC,SCROLL,SCRL1Y,IMPROVED_INVISIBILITY
382,MISC,SCROLL,SCRL9C,IMPROVED_MANTLE
383,MISC,SCROLL,SCINCIN,INCENDIARY_CLOUD
384,MISC,SCROLL,SCRL76,INFRAVISION
385,MISC,SCROLL,SPPR510C,INSECT_PLAGUE
386,MISC,SCROLL,SCRL90,INVISIBILITY
387,MISC,SCROLL,SCISTAL,INVISIBLE_STALKER
388,MISC,SCROLL,SCRL8H,KHELBEN_S_WARDING_WHIP
389,MISC,SCROLL,SCRL91,KNOCK
390,MISC,SCROLL,SCRL92,KNOW_ALIGNMENT
391,MISC,SCROLL,SCRL84,LARLOCH_S_MINOR_DRAIN
392,MISC,SCROLL,SCLICH,LICH_TOUCH
393,MISC,SCROLL,SCRL1K,LIGHTNING_BOLT
394,MISC,SCROLL,SCRLA4,LIMITED_WISH
395,MISC,SCROLL,SCRL93,LUCK
396,MISC,SCROLL,SCRL77,MAGIC_MISSILE
397,MISC,SCROLL,SCMALA,MALAVON_S_RAGE
398,MISC,SCROLL,SCRL8J,MANTLE
399,MISC,SCROLL,SCMINVI,MASS_INVISIBILITY
400,MISC,SCROLL,SCRL9H,MAZE
401,MISC,SCROLL,SCRL95,MELF_S_ACID_ARROW
402,MISC,SCROLL,SCRLA5,MELF_S_MINUTE_METEORS
403,MISC,SCROLL,SCRL9T,METEOR_SWARM
404,MISC,SCROLL,SCBLANK,MIND_BLANK
405,MISC,SCROLL,SCRL1Z,MINOR_GLOBE_OF_INVULNERABILITY
406,MISC,SCROLL,SCRL6P,MINOR_SEQUENCER
407,MISC,SCROLL,SCRL7D,MINOR_SPELL_TURNING
408,MISC,SCROLL,SCRL96,MIRROR_IMAGE
409,MISC,SCROLL,SCRL7K,MISLEAD
410,MISC,SCROLL,SCRL1L,MONSTER_SUMMONING_I
411,MISC,SCROLL,SCRL2A,MONSTER_SUMMONING_II
412,MISC,SCROLL,SCRL2G,MONSTER_SUMMONING_III
413,MISC,SCROLL,SCMSIV,MONSTER_SUMMONING_IV
414,MISC,SCROLL,SCMSV,MONSTER_SUMMONING_V
415,MISC,SCROLL,SCMSVI,MONSTER_SUMMONING_VI
416,MISC,SCROLL,SCMSVII,MONSTER_SUMMONING_VII
417,MISC,SCROLL,SCMORD,MORDENKAINEN_S_SWORD
418,MISC,SCROLL,SPPR404C,NEUTRALIZE_POISON
419,MISC,SCROLL,SCRL1M,NON
420,MISC,SCROLL,SCRL6W,ORACLE
421,MISC,SCROLL,SCOFS,OTILUKE_S_FREEZING_SPHERE
422,MISC,SCROLL,SCOTIL,OTILUKE_S_RESILIENT_SPHERE
423,MISC,SCROLL,SCRL6Z,PHANTOM_BLADE
424,MISC,SCROLL,SCRL7L,PIERCE_MAGIC
425,MISC,SCROLL,SCRL9A,PIERCE_SHIELD
426,MISC,SCROLL,SCRL5L,POLYMORPH_OTHER
427,MISC,SCROLL,SCRL5M,POLYMORPH_SELF
428,MISC,SCROLL,SCRL6E,POWER_WORD
429,MISC,SCROLL,SCPWS,POWER_WORD_1
