,ItemSlot,Category,ItemCode,Item
78,MISC,MISC,CELESTI2,CELESTIAL_FIRE
79,MISC,MISC,LOCKPICK,CHAINED_TEETH_EARRINGS
80,MISC,MISC,CHALK,CHALK
81,MISC,MISC,CHCHAR,CHARCOAL_CHARM
82,MISC,MISC,CHARCHRM,CHARCOAL_CHARM_1
83,MISC,MISC,CPENCIL,CHARCOAL_PENCIL
84,MISC,MISC,LORE,CHARM_OF_INFINITE_RECALL
85,MISC,MISC,PCHEESE,CHEESE
86,MISC,MISC,CHEESE,CHEESE_1
87,MISC,MISC,CHOCOQ,CHOCOLATE_QUASIT
88,MISC,MISC,CRAGS,CLEANING_RAGS
89,MISC,MISC,CLIPCOP,CLIPPED_COPPER_PIECE
90,MISC,MISC,CLOTCHRM,CLOT_CHARM
91,MISC,MISC,COBBLE,COBBLESTONE
92,MISC,MISC,ROCHCHRM,COCKROACH_CHARM
93,MISC,MISC,CODEXI,CODEX_OF_THE_INCONCEIVABLE
94,MISC,MISC,COPEAR,COPPER_EARRING
95,MISC,MISC,CFLYCHRM,CORPSE_FLY_CHARM
96,MISC,MISC,CRATCHRM,CRANIUM_RAT_CHARM
97,MISC,MISC,TAIL,CRANIUM_RAT_TAIL
98,MISC,MISC,TAILS,CRANIUM_RAT_TAILS
99,MISC,MISC,CRIMSEAR,CRIMSON_SPHERE_EARRING
100,MISC,MISC,CVEIL,CRIMSON_VEIL
101,MISC,MISC,FINGBONE,CROOKED_FINGER_BONE
102,MISC,MISC,C_2102,CRUNCHITY_CANDY
103,MISC,MISC,D_LIMLIM,DEAD_LIM_LIM
104,MISC,MISC,KEYDN,DEAD_NATIONS_KEY
105,MISC,MISC,DECANT,DECANTER_OF_ENDLESS_WATER
106,MISC,MISC,DECANT2,DECANTER_OF_ENDLESS_WATER_WITH_COMMAND_WORD
107,MISC,MISC,DTEARS,DEVA_S_TEARS
108,MISC,MISC,QUILL,DHALL_S_QUILL_PEN
109,MISC,MISC,DRATCHRM,DIRTY_RAT_CHARM
110,MISC,MISC,IMALIVE,DIVINE_CENSER
111,MISC,MISC,P_JRNL,DODECAHEDRON
112,MISC,MISC,DLRAKEY,DOLORA_S_KEYS
113,MISC,MISC,NOFEAR,DREAD_BOND
114,MISC,MISC,DRMCAGE,DREAM_CAGE
115,MISC,MISC,DRMKEY,DREAM_KEY
116,MISC,MISC,DRMPLLW,DREAM_PILLOW
117,MISC,MISC,DRMVIAL,DREAM_VIAL
118,MISC,MISC,COSTUME1,DUSTMAN_COSTUME
119,MISC,MISC,COSTUME,DUSTMAN_COSTUME_1
120,MISC,MISC,DUSTEAR,DUSTMAN_EARRING
121,MISC,MISC,EMBCHRM2,DUSTMAN_EMBALMING_CHARM_GREATER
122,MISC,MISC,EMBCHRM,DUSTMAN_EMBALMING_CHARM_LESSER
123,MISC,MISC,CIRCLE08,EIGHTH_CIRCLE_OF_ZERTHIMON
124,MISC,MISC,ELIXIRS,ELIXIR_OF_HORRIFIC_SEPARATION
125,MISC,MISC,KEYEM,EMBALMING_ROOM_KEY
126,MISC,MISC,EYEBALL,EYEBALL
127,MISC,MISC,EYEVECNA,EYE_OF_VECNA
128,MISC,MISC,GDIARY,FALL_FROM_GRACE_S_DIARY
129,MISC,MISC,GEARRING,FALL_FROM_GRACE_S_EARRINGS
130,MISC,MISC,FANGMIRR,FANGED_MIRROR_OF_YEHCIR_EYA
131,MISC,MISC,FTEETH,FIEND_S_TEETH
132,MISC,MISC,FTONGUE,FIEND_S_TONGUE
133,MISC,MISC,FINBOOK,FINAM_S_BOOK
134,MISC,MISC,FINGER,FINGER_BONE
135,MISC,MISC,CRSTBONE,FINGER_BONE_KEY
136,MISC,MISC,FINNOTE,FIN_ANDLYE_S_NOTES
137,MISC,MISC,FALSECO,FORGED_DEAD_CONTRACT
138,MISC,MISC,FHAMMER,FORGE_HAMMER
139,MISC,MISC,C_2114,FROSTY_MINT_CANDY
140,MISC,MISC,DWFMUG,FROST_ALE_MUG
141,MISC,MISC,DWFMUG2,FROST_ALE_MUG_WITH_DARK_BIRD
142,MISC,MISC,EYEGLAS1,GLASS_EYE
143,MISC,MISC,COSTUME2,GODSMAN_COSTUME
144,MISC,MISC,DISGUISE,GODSMAN_DISGUISE
145,MISC,MISC,GTOKEN,GODSMAN_TOKEN
146,MISC,MISC,GOLBRA,GOLD_BRACELET
147,MISC,MISC,GOLEAR,GOLD_EARRING
148,MISC,MISC,GINGOT,GOLD_INGOT
149,MISC,MISC,GORDKNOT,GORDIAN_KNOT
150,MISC,MISC,GSALVE,GORGON_SALVE
151,MISC,MISC,GRONK,GRONK_SMASH
152,MISC,MISC,HANKY,HANDKERCHIEF
153,MISC,MISC,SKULLHA,HARGRIMM_S_SKULL
154,MISC,MISC,HEARCHRM,HEART_CHARM
155,MISC,MISC,SOHMIEN,HEART_OF_THE_FOSTERER
156,MISC,MISC,C_1106,HOLY_CANDY
157,MISC,MISC,IANNIKEY,IANNIS_VAULT_KEY
158,MISC,MISC,IGNUS01,IGNUS_CHARM
159,MISC,MISC,IGNUS02,IGNUS_EYE
160,MISC,MISC,IGNUS04,IGNUS_HAND
161,MISC,MISC,IGNUS03,IGNUS_INNARDS
162,MISC,MISC,SILVMAG,IMMUNE_TO_NON_SILVER_NON_MAGICAL
163,MISC,MISC,INDEPEAR,INDEP_EARRING
164,MISC,MISC,ITEETH,INGRESS_TEETH
165,MISC,MISC,M3PTEETH,INGRESS_TEETH_1
166,MISC,MISC,M3CTEETH,INGRESS_TEETH_2
167,MISC,MISC,M2PTEETH,INGRESS_TEETH_3
168,MISC,MISC,M2CTEETH,INGRESS_TEETH_4
169,MISC,MISC,M1PTEETH,INGRESS_TEETH_5
170,MISC,MISC,M1CTEETH,INGRESS_TEETH_6
171,MISC,MISC,IPTEETH,INGRESS_TEETH_7
172,MISC,MISC,ICTEETH,INGRESS_TEETH_8
173,MISC,MISC,INKWELL,INKWELL
174,MISC,MISC,TANKARDF,INK_FILLED_TANKARD
175,MISC,MISC,INTEST2,INTESTINAL_PHYLACTERY
176,MISC,MISC,INTEST,INTESTINES
177,MISC,MISC,IORE,IRON_ORE
178,MISC,MISC,EMBALM,JAR_OF_EMBALMING_FLUID
179,MISC,MISC,JUNK,JUNK
180,MISC,MISC,EYEKAL,KALEIDOSCOPIC_EYE
181,MISC,MISC,CEREPARA,KASSEG_CEREBRAL_PARASITE
182,MISC,MISC,KNOTCHRM,KNOT_CHARM
183,MISC,MISC,DOLL,LADY_OF_PAIN_RAG_DOLL
184,MISC,MISC,LAPRON,LEATHER_APRON
185,MISC,MISC,PURSE,LEATHER_PURSE
186,MISC,MISC,STRAP,LEATHER_STRAP
187,MISC,MISC,LINGASH,LINGUIST_S_ASHES
188,MISC,MISC,C_2214,LUCKY_CANDY
189,MISC,MISC,MAGGUARD,MAGUS_GUARD
190,MISC,MISC,MAGE4,MAGUS_SHIELD
191,MISC,MISC,MASLOW,MASLOW_S_PYRAMID
192,MISC,MISC,MEBRAGS,MEBBETH_S_WASH
193,MISC,MISC,C_1301,MECHANUS_CANDY
194,MISC,MISC,C_2212,MINAUROSIAN_CHOCOLATE
195,MISC,MISC,MIRIMAG,MIRROR_OF_IMAGING
196,MISC,MISC,CUBE,MODRON_CUBE
197,MISC,MISC,MONJUG,MONSTER_JUG
198,MISC,MISC,DGEM,MORIDOR_S_RUBY
199,MISC,MISC,MBITE,MORTE_S_BITE
200,MISC,MISC,MSHBITE,MORTE_S_BITE_SHARPENED
201,MISC,MISC,KEYMO,MORTUARY_KEY
202,MISC,MISC,KEYMO2,MORTUARY_SANCTUM_KEY
203,MISC,MISC,MURK,MURK
204,MISC,MISC,NEEDLE,NEEDLE_AND_THREAD
205,MISC,MISC,NEGMATSK,NEGATIVE_MATERIAL_PLANE_SPELL_KEY
206,MISC,MISC,OBSIDIAN,OBSIDIAN
207,MISC,MISC,OBEAR,OBSIDIAN_EARRING
208,MISC,MISC,P1SF,P1_SFULL
209,MISC,MISC,P1SFCF,P1_SFULL_CFULL
210,MISC,MISC,P2SF,P2_SFULL
211,MISC,MISC,P2SFCF,P2_SFULL_CFULL
212,MISC,MISC,P3SF,P3_SFULL
213,MISC,MISC,P3SFCF,P3_SFULL_CFULL
214,MISC,MISC,SKULPEND,PENDANT_OF_YEMETH
215,MISC,MISC,PHINKEY,PHINEAS_KEY
216,MISC,MISC,PLUS1IM,PLUS1_IMMUNITY_ITEM
217,MISC,MISC,PLUS2IM,PLUS2_IMMUNITY_ITEM
218,MISC,MISC,PLUS3IM,PLUS3_IMMUNITY_ITEM
219,MISC,MISC,PLUS4IM,PLUS4_IMMUNITY_ITEM
220,MISC,MISC,PLUS5IM,PLUS5_IMMUNITY_ITEM
221,MISC,MISC,PLUS6IM,PLUS6_IMMUNITY_ITEM
222,MISC,MISC,PORLENS,PORTAL_LENS
223,MISC,MISC,POUCH,POUCH
224,MISC,MISC,PORNECK,PRAYER_BEADS
225,MISC,MISC,KEYPR,PREPARATION_ROOM_KEY
226,MISC,MISC,PSCHARM,QUINT_S_POISON_CHARM
227,MISC,MISC,C_2211,QUIVERING_CANDY
228,MISC,MISC,RATCHARM,RAT_CHARM
229,MISC,MISC,RAVELHAI,RAVEL_S_GRAY_HAIR
230,MISC,MISC,LOGBOOK,RECEIVING_ROOM_LOG_BOOK
231,MISC,MISC,REGEN20,REGENERATION_SLOW
232,MISC,MISC,REGEN18,REGENERATION_SLOW_1
233,MISC,MISC,REGEN16,REGENERATION_SLOW_2
234,MISC,MISC,REGEN14,REGENERATION_SLOW_3
235,MISC,MISC,REGEN12,REGENERATION_SLOW_4
236,MISC,MISC,REGEN10,REGENERATION_SLOW_5
237,MISC,MISC,REGEN09,REGENERATION_SLOW_6
238,MISC,MISC,REGEN08,REGENERATION_SLOW_7
239,MISC,MISC,REGEN07,REGENERATION_SLOW_8
240,MISC,MISC,REGEN06,REGENERATION_SLOW_9
241,MISC,MISC,REGEN05,REGENERATION_SLOW_10
242,MISC,MISC,REGEN04,REGENERATION_SLOW_11
243,MISC,MISC,REGEN03,REGENERATION_SLOW_12
244,MISC,MISC,REGEN02,REGENERATION_SLOW_13
245,MISC,MISC,REGEN01,REGENERATION_SLOW_14
246,MISC,MISC,SKINSCRP,REMINDER_NOTE
247,MISC,MISC,REPELUN,REPEL_UNDEAD
248,MISC,MISC,MODMITE,ROD_OF_MODRON_MIGHT
249,MISC,MISC,TEARRING,RULE_OF_THREES_EARRING
250,MISC,MISC,FRAME,SADISTIC_FRAME
251,MISC,MISC,SVEIL,SCENTED_VEIL
252,MISC,MISC,ACID,SCENT_OF_THE_STORM
253,MISC,MISC,CIRCLE07,SEVENTH_CIRCLE_OF_ZERTHIMON
254,MISC,MISC,MANACLE,SHACKLES_OF_LIGHT
255,MISC,MISC,SILBRA,SILVER_BRACELET
256,MISC,MISC,SILEAR,SILVER_EARRING
257,MISC,MISC,EAR01,SILVER_EARRING_1
258,MISC,MISC,SKREGRET,SKIN_OF_REGRETS
259,MISC,MISC,SKULL,SKULL
260,MISC,MISC,SKULLMA,SKULL_OF_MANTUOK
261,MISC,MISC,SKULLSK,SKULL_OF_THE_SILENT_KING
262,MISC,MISC,SOHOLYSY,SOEGO_S_DUSTMAN_HOLY_SYMBOL
263,MISC,MISC,SKULLSO,SOEGO_S_SKULL
264,MISC,MISC,SOUL,SOUL_EXODUS
265,MISC,MISC,SOSTONE,SOUNDING_STONE
266,MISC,MISC,THIEF1,SPIDER_BRACELET
267,MISC,MISC,SKULLSM,STALE_MARY_S_SKULL
268,MISC,MISC,MERTWYN,STEEL_BOX
269,MISC,MISC,STINGEAR,STINGER_EARRING
270,MISC,MISC,C_2501,STINKY_CHOCOLATE
271,MISC,MISC,GULLET,STONE_GULLET_OF_L_PHAHL_THE_GROSS
272,MISC,MISC,S_LIMLIM,STONE_LIM_LIM
273,MISC,MISC,STRDIARY,STRAHAN_S_DIARY
274,MISC,MISC,SKSCRAP,STRIP_OF_SKIN
275,MISC,MISC,SYMTORM,SYMBOL_OF_TORMENT
276,MISC,MISC,TSILBRA,TARNISHED_SILVER_BRACELET
277,MISC,MISC,TTANARCH,TATTOO_OF_THE_ANARCHISTS
278,MISC,MISC,TEARS,TEARS_OF_SORROW
279,MISC,MISC,SALITEAR,TEAR_OF_SALIERU_DEI
280,MISC,MISC,FDTEETH,TEETH_OF_THE_FIRE_DRAKE
281,MISC,MISC,VTEETH,TEETH_OF_THE_VIPER
282,MISC,MISC,EYEKALEM,THE_FIENDISH_EYE_OF_KALEM_DARR
283,MISC,MISC,PESTIL,THE_GRIMOIRE_OF_PESTILENTIAL_THOUGHT
284,MISC,MISC,CIRCLEZ,THE_UNBROKEN_CIRCLE_OF_ZERTHIMON
285,MISC,MISC,TAWL,THILDON_S_AWL
286,MISC,MISC,TBCHRM,THRICE_BLIND_CHARM
287,MISC,MISC,PTKEY4,TOMB_KEY_FOUR
288,MISC,MISC,PTKEY1,TOMB_KEY_ONE
289,MISC,MISC,PTKEY3,TOMB_KEY_THREE
290,MISC,MISC,PTKEY2,TOMB_KEY_TWO
291,MISC,MISC,TOMEBA,TOME_OF_BONE_AND_ASH
292,MISC,MISC,CHEATS,TOME_O_CHEATS
293,MISC,MISC,TONGS,TONGS
294,MISC,MISC,TRIGIT,TRIGIT_S_SMASH
295,MISC,MISC,TROCO,TROPOTOCA_BITE
296,MISC,MISC,ENOLL,TWISTED_GEAR_OF_ENOLL_EVA
297,MISC,MISC,UPORTAL,UNFOLDING_PORTAL
298,MISC,MISC,VARGBITE,VARGOUILLE_BITE
299,MISC,MISC,VKEY,VLASK_S_PORTAL_KEY
300,MISC,MISC,SKULLW,WERERAT_SKULL
301,MISC,MISC,SPICE,WHISPERING_FLASK
302,MISC,MISC,WWARD,WHISTLE_OF_WARDING
303,MISC,MISC,XACHEART,XACHARIAH_S_HEART
304,MISC,MISC,XACLIVER,XACHARIAH_S_LIVER
305,MISC,SCROLL,WSCROLL,ANCIENT_SCROLL
306,MISC,SCROLL,COPPERCO,COPPER_EYES_DEAD_CONTRACT
307,MISC,SCROLL,CRUMLEG,CRUMPLEPUNCH_S_LEGACY
308,MISC,SCROLL,DLEGACY1,DEIONARRA_S_LEGACY
309,MISC,SCROLL,DREQUEST,DUSTMAN_REQUEST
310,MISC,SCROLL,CIRCLE05,FIFTH_CIRCLE_OF_ZERTHIMON
311,MISC,SCROLL,FALSECON,FORGED_DEAD_CONTRACT
312,MISC,SCROLL,CIRCLE04,FOURTH_CIRCLE_OF_ZERTHIMON
313,MISC,SCROLL,GILTBILL,GILTSPUR_S_HANDBILL
314,MISC,SCROLL,GILTNOTE,GILTSPUR_S_NOTE
315,MISC,SCROLL,GILTPOST,GILTSPUR_S_POSTING_HANDBILL
316,MISC,SCROLL,RECEIPT,GODSMAN_RECEIPT
317,MISC,SCROLL,DLEGACY2,HEALING_SCROLL
318,MISC,SCROLL,KESTLEG,KESTER_S_LEGACY
319,MISC,SCROLL,LOANDOC,LOAN_DOCUMENT
320,MISC,SCROLL,LOVELTR,LOVE_LETTER
321,MISC,SCROLL,DREMIND,MORTUARY_REMINDER_MESSAGE
322,MISC,SCROLL,TASKLIST,MORTUARY_TASK_LIST
323,MISC,SCROLL,N1201,NOTE_FROM_CORPSE_1201
324,MISC,SCROLL,PARCH,PARCHMENT
325,MISC,SCROLL,PENNOTE,PENN_S_NOTE
326,MISC,SCROLL,ECNOTE,PROMISSORY_NOTE
327,MISC,SCROLL,NPHAROD,RAGGED_NOTE_FROM_PHAROD
328,MISC,SCROLL,RECEIPT2,RECEIPT
329,MISC,SCROLL,LOGPAGE,RECEIVING_LOG_PAGE
330,MISC,SCROLL,RECIPE03,RECIPE_BLOOD_BRIDGE
331,MISC,SCROLL,RECIPE01,RECIPE_CHROMATIC_ORB
332,MISC,SCROLL,RECIPE02,RECIPE_IDENTIFY
333,MISC,SCROLL,BREAST2,RUNE_OF_ARMOR
334,MISC,SCROLL,BREAST3,RUNE_OF_GREATER_WARDING
335,MISC,SCROLL,BREAST1,RUNE_OF_LESSER_WARDING
336,MISC,SCROLL,BREAST4,RUNE_OF_SHIELDING
337,MISC,SCROLL,SCROLLSA,SAMPLE_SCROLL
338,MISC,SCROLL,DOORNOTE,SCRAWLED_NOTE
339,MISC,SCROLL,SPWI912,SCROLL_OF_ABYSSAL_FURY
340,MISC,SCROLL,SPWI701,SCROLL_OF_ACID_STORM
341,MISC,SCROLL,SPWI201,SCROLL_OF_ADDER_S_KISS
342,MISC,SCROLL,AGSCROLL,SCROLL_OF_AGRIL_SHANAK
343,MISC,SCROLL,SPPR201,SCROLL_OF_AID
344,MISC,SCROLL,SPWI601,SCROLL_OF_ANTIMAGIC_SHELL
345,MISC,SCROLL,SPWI102,SCROLL_OF_ARMOR
346,MISC,SCROLL,SPWI310,SCROLL_OF_AX_OF_TORMENT
347,MISC,SCROLL,SPWI301,SCROLL_OF_BALL_LIGHTNING
348,MISC,SCROLL,SPWI401,SCROLL_OF_BLACKSPHERE
349,MISC,SCROLL,SPWI202,SCROLL_OF_BLACK_BARBED_CURSE
350,MISC,SCROLL,SPWI203,SCROLL_OF_BLACK_BARBED_SHIELD
351,MISC,SCROLL,SPWI702,SCROLL_OF_BLADESTORM
352,MISC,SCROLL,SPPR101,SCROLL_OF_BLESSING
353,MISC,SCROLL,SPWI115,SCROLL_OF_BLINDNESS
354,MISC,SCROLL,SPWI204,SCROLL_OF_BLOOD_BRIDGE
355,MISC,SCROLL,SPWI216,SCROLL_OF_BLUR
356,MISC,SCROLL,SPPR301,SCROLL_OF_CALL_LIGHTNING
357,MISC,SCROLL,SPWI901,SCROLL_OF_CELESTIAL_HOST
358,MISC,SCROLL,SPWI604,SCROLL_OF_CHAIN_LIGHTNING_STORM
359,MISC,SCROLL,SPWI101,SCROLL_OF_CHROMATIC_ORB
360,MISC,SCROLL,SPWI304,SCROLL_OF_CLOAK_OF_WARDING
361,MISC,SCROLL,SPWI501,SCROLL_OF_CLOUDKILL
362,MISC,SCROLL,SPWI502,SCROLL_OF_CONE_OF_COLD
363,MISC,SCROLL,SPWI902,SCROLL_OF_CONFLAGRATION
364,MISC,SCROLL,SPWI402,SCROLL_OF_CONFUSION
365,MISC,SCROLL,SPPR501,SCROLL_OF_CURE_CRITICAL_WOUNDS
366,MISC,SCROLL,SPPR102,SCROLL_OF_CURE_LIGHT_WOUNDS
367,MISC,SCROLL,SPPR202,SCROLL_OF_CURE_MODERATE_WOUNDS
368,MISC,SCROLL,SPPR401,SCROLL_OF_CURE_SERIOUS_WOUNDS
369,MISC,SCROLL,SPPR103,SCROLL_OF_CURSE
370,MISC,SCROLL,SPWI803,SCROLL_OF_DEATHBOLT
371,MISC,SCROLL,SPWI505,SCROLL_OF_DESERT_HELL
372,MISC,SCROLL,SPPR104,SCROLL_OF_DETECT_EVIL
373,MISC,SCROLL,SPWI905,SCROLL_OF_ELYSIUM_S_FIRES
374,MISC,SCROLL,SPWI305,SCROLL_OF_ELYSIUM_S_TEARS
375,MISC,SCROLL,SPWI504,SCROLL_OF_ENOLL_EVA_S_DUPLICATION
376,MISC,SCROLL,EVIDENCE,SCROLL_OF_EVIDENCE
377,MISC,SCROLL,SPWI506,SCROLL_OF_FIRE_AND_ICE
378,MISC,SCROLL,SPWI104,SCROLL_OF_FIST_OF_IRON
379,MISC,SCROLL,SPPR302,SCROLL_OF_FLAMEWALK
380,MISC,SCROLL,SPWI405,SCROLL_OF_FORCE_MISSILES
381,MISC,SCROLL,SPWI114,SCROLL_OF_FRIENDS
382,MISC,SCROLL,SPWI602,SCROLL_OF_GLOBE_OF_INVULNERABILITY
383,MISC,SCROLL,SPWI205,SCROLL_OF_GREATER_EMBALMING
384,MISC,SCROLL,SPWI704,SCROLL_OF_GUARDIAN_MANTLE
385,MISC,SCROLL,SPPR105,SCROLL_OF_HALO_OF_LESSER_REVELATION
386,MISC,SCROLL,SPPR601,SCROLL_OF_HEAL
387,MISC,SCROLL,SPWI307,SCROLL_OF_HOLD_UNDEAD
388,MISC,SCROLL,SPWI213,SCROLL_OF_HORROR
389,MISC,SCROLL,SPWI603,SCROLL_OF_HOWL_OF_PANDEMONIUM
390,MISC,SCROLL,SPWI207,SCROLL_OF_ICE_KNIFE
391,MISC,SCROLL,SPWI105,SCROLL_OF_IDENTIFY
392,MISC,SCROLL,SPWI804,SCROLL_OF_IGNUS_FURY
393,MISC,SCROLL,SPWI406,SCROLL_OF_IMPROVED_STRENGTH
394,MISC,SCROLL,SPWI215,SCROLL_OF_KNOCK
395,MISC,SCROLL,SPWI214,SCROLL_OF_LUCK
396,MISC,SCROLL,SPWI107,SCROLL_OF_MAGIC_MISSILE
397,MISC,SCROLL,SPWI807,SCROLL_OF_MECHANUS_CANNON
398,MISC,SCROLL,SPWI802,SCROLL_OF_METEOR_STORM_BOMBARDMENT
399,MISC,SCROLL,SPWI103,SCROLL_OF_MINOR_EMBALMING
400,MISC,SCROLL,SPWI113,SCROLL_OF_MISSILE_OF_PATIENCE
401,MISC,SCROLL,SPWI108,SCROLL_OF_PACIFY
402,MISC,SCROLL,SPWI209,SCROLL_OF_PAIN_MIRROR
403,MISC,SCROLL,SPWI805,SCROLL_OF_POWER_WORD_BLIND
404,MISC,SCROLL,SPWI909,SCROLL_OF_POWER_WORD_KILL
405,MISC,SCROLL,SPPR303,SCROLL_OF_PRAYER
406,MISC,SCROLL,SPPR106,SCROLL_OF_PROTECTION_FROM_EVIL
407,MISC,SCROLL,SPPR502,SCROLL_OF_RAISE_DEAD
408,MISC,SCROLL,SPWI409,SCROLL_OF_REMOVE_CURSE
409,MISC,SCROLL,SPPR307,SCROLL_OF_REMOVE_CURSE_1
410,MISC,SCROLL,SPWI111,SCROLL_OF_SHIELD
411,MISC,SCROLL,SPWI408,SCROLL_OF_SHROUD_OF_SHADOWS
412,MISC,SCROLL,SPPR304,SCROLL_OF_SPEAK_WITH_DEAD
413,MISC,SCROLL,SPPR204,SCROLL_OF_SPIRITUAL_HAMMER
414,MISC,SCROLL,SPWI211,SCROLL_OF_STRENGTH
415,MISC,SCROLL,SPWI705,SCROLL_OF_STYGIAN_ICE_STORM
416,MISC,SCROLL,SPWI212,SCROLL_OF_SWARM_CURSE
417,MISC,SCROLL,SPWI308,SCROLL_OF_TASHA_S_UNBEARABLE_DERISIVE_LAUGHTER
418,MISC,SCROLL,SPWI309,SCROLL_OF_VAMPIRIC_TOUCH
419,MISC,SCROLL,SPWI311,SCROLL_OF_ZERTHIMON_S_FOCUS
420,MISC,SCROLL,SPWI914,SCROLL_RUNE_OF_TORMENT
421,MISC,SCROLL,CIRCLE02,SECOND_CIRCLE_OF_ZERTHIMON
